"comparison","Category","Subcategory","Enrichment","Q_value","Observed","miRNAs_with_rank"
"EDAD_cont_10y","GO Biological process (miRPathDB)","reproductive process","enriched",5.769928164e-05,28,"hsa-miR-27a-3p (#2, logFC=0.304); hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-451a (#10, logFC=0.438); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-335-5p (#17, logFC=0.274); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-196b-5p (#71, logFC=0.143); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-153-3p (#76, logFC=0.110); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-152-3p (#89, logFC=0.034); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-101-3p (#136, logFC=-0.034); hsa-miR-204-5p (#186, logFC=-0.147); hsa-miR-18a-5p (#245, logFC=-0.506); hsa-miR-181a-5p (#247, logFC=-0.213)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","response to metal ion","enriched",6.47429192666667e-05,20,"hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-196b-5p (#71, logFC=0.143); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-153-3p (#76, logFC=0.110); hsa-miR-376c-3p (#93, logFC=0.031); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-101-3p (#136, logFC=-0.034)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","aging","enriched",0.000151819052,38,"hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-708-5p (#26, logFC=0.186); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-15a-5p (#38, logFC=0.126); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-193b-3p (#61, logFC=0.084); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-196b-5p (#71, logFC=0.143); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-185-5p (#74, logFC=0.069); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-153-3p (#76, logFC=0.110); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-16-5p (#86, logFC=0.048); hsa-miR-125b-1-3p (#91, logFC=0.038); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-99a-5p (#103, logFC=0.015); hsa-miR-145-5p (#105, logFC=0.012); hsa-miR-744-5p (#130, logFC=-0.027); hsa-miR-26a-5p (#131, logFC=-0.040); hsa-miR-204-5p (#186, logFC=-0.147); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-128-3p (#205, logFC=-0.190); hsa-miR-543 (#212, logFC=-0.185); hsa-miR-181a-5p (#247, logFC=-0.213); hsa-miR-181b-5p (#249, logFC=-0.233)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","regulation of establishment of protein localization","enriched",0.000233424191,19,"hsa-miR-27a-3p (#2, logFC=0.304); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-181a-5p (#247, logFC=-0.213); hsa-miR-31-5p (#253, logFC=-0.526)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","regulation of protein transport","enriched",0.000440035288,13,"hsa-miR-27a-3p (#2, logFC=0.304); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-31-5p (#253, logFC=-0.526)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","response to nitrogen compound","enriched",0.000440035288,39,"hsa-miR-27a-3p (#2, logFC=0.304); hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-222-3p (#7, logFC=0.280); hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-148a-3p (#24, logFC=0.275); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-23a-3p (#40, logFC=0.099); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-369-5p (#54, logFC=0.124); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-196b-5p (#71, logFC=0.143); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-185-5p (#74, logFC=0.069); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-145-5p (#105, logFC=0.012); hsa-miR-25-3p (#128, logFC=-0.023); hsa-miR-26a-5p (#131, logFC=-0.040); hsa-miR-127-3p (#167, logFC=-0.093); hsa-miR-218-5p (#171, logFC=-0.125); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-let-7c-5p (#229, logFC=-0.255); hsa-miR-196a-5p (#232, logFC=-0.476); hsa-miR-23b-3p (#246, logFC=-0.209); hsa-miR-181a-5p (#247, logFC=-0.213); hsa-let-7a-5p (#251, logFC=-0.269); hsa-miR-92a-3p (#256, logFC=-0.535)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","cellular response to molecule of bacterial origin","enriched",0.000487418498518518,13,"hsa-miR-451a (#10, logFC=0.438); hsa-miR-146a-5p (#11, logFC=0.382); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-23a-3p (#40, logFC=0.099); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-146b-5p (#69, logFC=0.102); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-153-3p (#76, logFC=0.110); hsa-miR-125a-5p (#193, logFC=-0.099)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","cellular response to oxidative stress","enriched",0.000487418498518518,33,"hsa-miR-27a-3p (#2, logFC=0.304); hsa-miR-221-3p (#4, logFC=0.305); hsa-miR-451a (#10, logFC=0.438); hsa-miR-34a-5p (#13, logFC=0.256); hsa-miR-30a-5p (#16, logFC=0.230); hsa-miR-223-3p (#18, logFC=0.205); hsa-miR-22-3p (#21, logFC=0.204); hsa-miR-155-5p (#22, logFC=0.315); hsa-miR-126-3p (#25, logFC=0.213); hsa-miR-143-3p (#28, logFC=0.201); hsa-miR-29a-3p (#33, logFC=0.144); hsa-miR-9-3p (#39, logFC=0.158); hsa-miR-135a-5p (#46, logFC=0.175); hsa-miR-9-5p (#47, logFC=0.132); hsa-miR-29b-3p (#51, logFC=0.113); hsa-miR-193b-3p (#61, logFC=0.084); hsa-miR-29c-3p (#62, logFC=0.102); hsa-miR-210-3p (#65, logFC=0.118); hsa-miR-21-5p (#66, logFC=0.126); hsa-miR-138-5p (#73, logFC=0.136); hsa-miR-378a-3p (#75, logFC=0.061); hsa-miR-153-3p (#76, logFC=0.110); hsa-miR-125b-5p (#79, logFC=0.044); hsa-miR-26b-5p (#87, logFC=0.030); hsa-miR-182-5p (#100, logFC=0.076); hsa-miR-145-5p (#105, logFC=0.012); hsa-miR-132-3p (#118, logFC=-0.004); hsa-miR-26a-5p (#131, logFC=-0.040); hsa-miR-218-5p (#171, logFC=-0.125); hsa-miR-125a-5p (#193, logFC=-0.099); hsa-miR-27b-3p (#202, logFC=-0.126); hsa-miR-23b-3p (#246, logFC=-0.209); hsa-miR-181a-5p (#247, logFC=-0.213)"
"EDAD_cont_10y","GO Biological process (miRPathDB)","nucleobase-containing small molecule interconversion","depleted",0.0335527,5,"hsa-miR-34a-5p (#13, logFC=0.256); hsa-let-7c-5p (#229, logFC=-0.255); hsa-let-7e-5p (#236, logFC=-0.232); hsa-let-7b-5p (#250, logFC=-0.306); hsa-let-7a-5p (#251, logFC=-0.269)"
"SINAPTOFISINA_1_vs_0","GO Biological process (miRPathDB)","regulation of ubiquitin-protein transferase activity","depleted",0.026356,9,"hsa-miR-27a-3p (#140, logFC=0.235); hsa-miR-486-5p (#186, logFC=-0.186); hsa-miR-22-3p (#192, logFC=-0.198); hsa-miR-16-5p (#197, logFC=-0.202); hsa-miR-21-5p (#206, logFC=-0.781); hsa-miR-93-5p (#212, logFC=-0.524); hsa-miR-17-5p (#214, logFC=-0.605); hsa-miR-20a-5p (#215, logFC=-0.698); hsa-miR-182-5p (#221, logFC=-4.920)"
