Category	Subcategory	Enrichment	P-value	P-adjusted	Q-value	Observed	miRNAs/precursors	database	cluster	cluster_rep	reduction_method
KEGG (miRPathDB)	Prion diseases	depleted	0.0346822	0.1608578	0.1608578	14	hsa-miR-365a-3p; hsa-miR-34a-5p; hsa-miR-9-3p; hsa-miR-30a-5p; hsa-miR-448; hsa-miR-106a-5p; hsa-miR-451a; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-584-5p; hsa-miR-550a-3p; hsa-miR-181a-5p; hsa-miR-668-3p; hsa-miR-214-3p	KEGG	20	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Protein processing in endoplasmic reticulum	depleted	0.281345	0.4043901	0.4043901	33	hsa-miR-196b-5p; hsa-miR-3177-3p; hsa-miR-6765-3p; hsa-miR-6874-3p; hsa-miR-125b-5p; hsa-miR-3168; hsa-miR-6788-3p; hsa-miR-3622b-3p; hsa-miR-34a-5p; hsa-miR-125b-1-3p; hsa-miR-4273; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-30a-5p; hsa-miR-888-5p; hsa-miR-7-5p; hsa-miR-448; hsa-miR-6073; hsa-miR-892b; hsa-miR-15a-5p; hsa-miR-424-5p; hsa-miR-16-5p; hsa-miR-497-5p; hsa-miR-18a-5p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-539-5p; hsa-miR-195-5p; hsa-miR-15b-5p; hsa-miR-3622a-3p; hsa-miR-34c-5p; hsa-miR-127-3p; hsa-miR-494-3p	KEGG	24	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Pyrimidine metabolism	depleted	0.112508	0.2778439	0.2778439	11	hsa-miR-1271-3p; hsa-miR-193b-3p; hsa-miR-494-5p; hsa-miR-34a-5p; hsa-miR-219b-3p; hsa-miR-550a-3-5p; hsa-miR-550a-5p; hsa-let-7b-5p; hsa-miR-31-3p; hsa-miR-381-5p; hsa-miR-4709-5p	KEGG	25	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	RNA degradation	depleted	0.220349	0.3759916	0.3759916	15	hsa-miR-450a-5p; hsa-miR-125b-5p; hsa-miR-3661; hsa-miR-148a-3p; hsa-miR-652-5p; hsa-miR-29a-3p; hsa-miR-19a-3p; hsa-miR-4645-3p; hsa-miR-92a-3p; hsa-miR-125a-5p; hsa-miR-582-5p; hsa-miR-34b-5p; hsa-miR-3158-3p; hsa-miR-744-5p; hsa-miR-889-3p	KEGG	27	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Ribosome	depleted	0.112095	0.2774238	0.2774238	21	hsa-miR-100-5p; hsa-miR-1243; hsa-miR-494-5p; hsa-miR-22-3p; hsa-miR-1260b; hsa-miR-410-5p; hsa-miR-323b-5p; hsa-miR-615-3p; hsa-miR-6828-3p; hsa-miR-652-3p; hsa-miR-1180-3p; hsa-miR-186-5p; hsa-miR-484; hsa-miR-324-3p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-1250-5p; hsa-miR-766-3p; hsa-let-7a-5p; hsa-miR-331-3p; hsa-miR-744-5p	KEGG	29	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Salmonella infection	depleted	0.183095	0.3469385	0.3469385	19	hsa-miR-450a-2-3p; hsa-miR-221-3p; hsa-miR-223-3p; hsa-miR-155-5p; hsa-miR-216b-5p; hsa-miR-144-5p; hsa-miR-9-3p; hsa-miR-1-3p; hsa-miR-425-3p; hsa-miR-451a; hsa-miR-4260; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-550a-3p; hsa-miR-668-3p; hsa-miR-139-5p; hsa-miR-200c-3p; hsa-miR-149-5p; hsa-miR-124-3p	KEGG	30	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Spliceosome	depleted	0.0469003	0.1873443	0.1873443	26	hsa-miR-6737-3p; hsa-miR-450a-5p; hsa-miR-3173-5p; hsa-miR-193b-3p; hsa-miR-34a-5p; hsa-miR-6731-3p; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-340-5p; hsa-miR-3682-3p; hsa-miR-649; hsa-miR-1180-3p; hsa-miR-484; hsa-miR-424-5p; hsa-miR-326; hsa-miR-16-5p; hsa-miR-497-5p; hsa-miR-668-3p; hsa-miR-142-5p; hsa-miR-7-1-3p; hsa-miR-338-5p; hsa-miR-149-5p; hsa-miR-551b-5p; hsa-miR-15b-5p; hsa-miR-3162-3p; hsa-miR-105-5p	KEGG	31	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	TGF-beta signaling pathway	depleted	0.00051562	0.0111978	0.0111978	57	hsa-miR-196b-5p; hsa-miR-1200; hsa-miR-5571-3p; hsa-miR-21-5p; hsa-miR-135a-5p; hsa-miR-98-5p; hsa-miR-3661; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-452-5p; hsa-miR-144-5p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-148a-3p; hsa-miR-29b-3p; hsa-miR-374b-5p; hsa-miR-4766-3p; hsa-miR-29b-1-5p; hsa-miR-6733-5p; hsa-miR-19a-3p; hsa-miR-6750-5p; hsa-miR-519d-3p; hsa-miR-93-5p; hsa-miR-451a; hsa-miR-106b-5p; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-584-5p; hsa-miR-675-3p; hsa-let-7c-5p; hsa-miR-590-5p; hsa-miR-34a-3p; hsa-miR-550a-3p; hsa-miR-126-3p; hsa-miR-27a-3p; hsa-miR-125a-5p; hsa-miR-503-3p; hsa-miR-27b-3p; hsa-miR-378a-3p; hsa-miR-140-5p; hsa-miR-194-5p; hsa-miR-20a-5p; hsa-miR-199a-5p; hsa-miR-20b-5p; hsa-miR-200c-3p; hsa-miR-17-5p; hsa-miR-15b-5p; hsa-miR-205-5p; hsa-miR-379-3p; hsa-miR-130a-3p; hsa-miR-487b-3p; hsa-miR-31-3p; hsa-miR-33a-3p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-323a-3p; hsa-miR-135b-5p	KEGG	15	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Tight junction	depleted	0.10404	0.2701151	0.2701151	44	hsa-miR-6821-5p; hsa-miR-585-3p; hsa-miR-1538; hsa-miR-1295a; hsa-miR-93-3p; hsa-miR-155-5p; hsa-miR-193b-3p; hsa-miR-216b-5p; hsa-miR-222-3p; hsa-miR-200b-3p; hsa-miR-34a-5p; hsa-miR-1268b; hsa-miR-185-5p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-7706; hsa-miR-7-5p; hsa-miR-518e-5p; hsa-miR-518f-5p; hsa-miR-520c-5p; hsa-miR-523-5p; hsa-miR-2467-5p; hsa-miR-519a-5p; hsa-miR-519c-5p; hsa-miR-518d-5p; hsa-miR-652-3p; hsa-miR-133b; hsa-miR-203a-3p; hsa-miR-23a-3p; hsa-miR-326; hsa-miR-126-3p; hsa-miR-486-5p; hsa-miR-1268a; hsa-miR-718; hsa-miR-1908-3p; hsa-miR-200c-3p; hsa-miR-522-5p; hsa-miR-519b-5p; hsa-miR-143-3p; hsa-miR-548t-3p; hsa-miR-184; hsa-miR-548aa; hsa-miR-487b-3p; hsa-miR-206	KEGG	32	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Transcriptional misregulation in cancer	depleted	0.0979855	0.2641112	0.2641112	91	hsa-miR-196b-5p; hsa-miR-96-5p; hsa-miR-6748-5p; hsa-miR-4259; hsa-let-7f-2-3p; hsa-miR-363-5p; hsa-miR-21-5p; hsa-miR-1185-2-3p; hsa-miR-6766-5p; hsa-miR-33b-3p; hsa-miR-16-2-3p; hsa-miR-223-3p; hsa-miR-371b-3p; hsa-miR-4467; hsa-miR-760; hsa-miR-6818-5p; hsa-miR-155-5p; hsa-miR-135a-5p; hsa-miR-1261; hsa-miR-98-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-1185-1-3p; hsa-miR-452-5p; hsa-miR-429; hsa-miR-411-3p; hsa-miR-34a-5p; hsa-miR-6745; hsa-miR-29b-3p; hsa-miR-125b-1-3p; hsa-miR-299-3p; hsa-miR-29a-3p; hsa-miR-1-3p; hsa-miR-1276; hsa-miR-210-3p; hsa-miR-4531; hsa-miR-6759-5p; hsa-miR-138-5p; hsa-miR-340-5p; hsa-miR-208b-3p; hsa-miR-6730-3p; hsa-miR-302a-5p; hsa-miR-6812-5p; hsa-miR-4483; hsa-miR-572; hsa-miR-519e-3p; hsa-miR-6793-5p; hsa-miR-448; hsa-miR-629-5p; hsa-miR-339-3p; hsa-miR-451a; hsa-miR-133b; hsa-miR-196a-5p; hsa-miR-15a-5p; hsa-miR-4766-5p; hsa-miR-203a-3p; hsa-miR-135a-3p; hsa-miR-449a; hsa-let-7c-5p; hsa-miR-4507; hsa-miR-34a-3p; hsa-miR-204-5p; hsa-miR-133a-3p; hsa-miR-27a-3p; hsa-miR-497-5p; hsa-miR-181a-5p; hsa-miR-486-5p; hsa-miR-503-3p; hsa-miR-27b-3p; hsa-miR-378a-3p; hsa-miR-491-5p; hsa-miR-95-3p; hsa-miR-194-5p; hsa-miR-200c-3p; hsa-miR-195-3p; hsa-miR-582-5p; hsa-miR-205-5p; hsa-miR-369-5p; hsa-miR-379-3p; hsa-miR-34b-5p; hsa-miR-515-3p; hsa-miR-487b-3p; hsa-miR-34c-5p; hsa-miR-299-5p; hsa-miR-101-3p; hsa-miR-494-3p; hsa-miR-206; hsa-miR-145-5p; hsa-miR-376c-3p; hsa-miR-124-3p; hsa-miR-199a-3p	KEGG	33	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Tuberculosis	enriched	0.160325	0.3235334	0.3235334	22	hsa-miR-196b-5p; hsa-miR-146b-5p; hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-155-5p; hsa-miR-135a-5p; hsa-miR-34a-5p; hsa-miR-185-5p; hsa-miR-9-3p; hsa-miR-29b-3p; hsa-miR-7-5p; hsa-miR-451a; hsa-miR-146a-5p; hsa-miR-203a-3p; hsa-miR-204-5p; hsa-miR-126-3p; hsa-miR-125a-5p; hsa-miR-668-3p; hsa-miR-143-3p; hsa-miR-184; hsa-miR-574-3p	KEGG	1	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Type II diabetes mellitus	depleted	0.110186	0.2758432	0.2758432	18	hsa-miR-196b-5p; hsa-miR-450a-2-3p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-208b-3p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-7-5p; hsa-miR-451a; hsa-miR-892b; hsa-miR-203a-3p; hsa-miR-550a-3p; hsa-miR-126-3p; hsa-miR-125a-5p; hsa-miR-199a-5p; hsa-miR-200c-3p; hsa-miR-143-3p; hsa-miR-199a-3p	KEGG	26	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Ubiquitin mediated proteolysis	depleted	0.246515	0.3981346	0.3981346	14	hsa-miR-93-3p; hsa-miR-155-5p; hsa-miR-34a-5p; hsa-miR-29a-3p; hsa-miR-30a-5p; hsa-miR-660-5p; hsa-miR-451a; hsa-miR-15a-5p; hsa-miR-16-5p; hsa-miR-30c-5p; hsa-miR-195-5p; hsa-miR-15b-5p; hsa-miR-379-3p; hsa-miR-941	KEGG	34	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Vasopressin-regulated water reabsorption	depleted	0.281514	0.4045666	0.4045666	14	hsa-miR-182-5p; hsa-miR-22-3p; hsa-miR-4787-5p; hsa-miR-3677-3p; hsa-miR-4508; hsa-miR-519d-3p; hsa-miR-93-5p; hsa-miR-425-3p; hsa-miR-106a-5p; hsa-miR-18a-5p; hsa-miR-18b-5p; hsa-miR-20b-5p; hsa-miR-23b-3p; hsa-miR-206	KEGG	35	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Vibrio cholerae infection	depleted	0.489824	0.5228613	0.5228613	14	hsa-miR-6821-5p; hsa-miR-3177-3p; hsa-miR-1268b; hsa-miR-33b-5p; hsa-miR-1-3p; hsa-miR-6740-5p; hsa-miR-19a-3p; hsa-miR-425-3p; hsa-miR-203a-3p; hsa-let-7c-5p; hsa-miR-1268a; hsa-miR-34c-5p; hsa-let-7b-5p; hsa-miR-3158-5p	KEGG	36	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	Viral myocarditis	enriched	0.334032	0.4271786	0.4271786	17	hsa-miR-450a-2-3p; hsa-miR-221-3p; hsa-miR-155-5p; hsa-miR-152-3p; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-3200-3p; hsa-miR-29a-3p; hsa-miR-891b; hsa-miR-152-5p; hsa-miR-2467-5p; hsa-miR-146a-5p; hsa-miR-326; hsa-miR-224-5p; hsa-miR-194-5p; hsa-miR-582-5p; hsa-miR-885-5p	KEGG	13	TRUE	Jaccard_hclust_average_t0.25
KEGG (miRPathDB)	mRNA surveillance pathway	enriched	0.227241	0.3834226	0.3834226	14	hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-6505-5p; hsa-miR-708-5p; hsa-miR-3661; hsa-miR-185-5p; hsa-miR-1-3p; hsa-miR-615-3p; hsa-miR-30a-5p; hsa-miR-548v; hsa-miR-378a-3p; hsa-miR-7-1-3p; hsa-miR-2277-3p; hsa-miR-218-5p	KEGG	14	TRUE	Jaccard_hclust_average_t0.25
Reactome (miRPathDB)	AKT phosphorylates targets in the cytosol	depleted	0.275433	0.400529	0.400529	37	hsa-let-7f-2-3p; hsa-miR-4281; hsa-miR-1185-2-3p; hsa-miR-3616-3p; hsa-miR-221-3p; hsa-miR-542-3p; hsa-miR-223-3p; hsa-miR-708-5p; hsa-miR-222-3p; hsa-miR-152-3p; hsa-miR-22-3p; hsa-miR-1185-1-3p; hsa-miR-365a-3p; hsa-miR-185-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-let-7a-3p; hsa-miR-4700-3p; hsa-miR-208b-3p; hsa-miR-519e-3p; hsa-miR-15a-5p; hsa-miR-29c-3p; hsa-miR-208a-3p; hsa-miR-126-3p; hsa-miR-133a-3p; hsa-let-7f-1-3p; hsa-miR-499a-5p; hsa-let-7b-3p; hsa-miR-143-3p; hsa-miR-582-5p; hsa-miR-195-5p; hsa-miR-184; hsa-miR-654-3p; hsa-miR-98-3p; hsa-miR-515-3p; hsa-miR-744-5p; hsa-miR-145-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	AKT phosphorylates targets in the nucleus	enriched	0.0453888	0.1835688	0.1835688	12	hsa-miR-182-5p; hsa-miR-21-5p; hsa-miR-223-3p; hsa-miR-708-5p; hsa-miR-222-3p; hsa-miR-29b-3p; hsa-miR-9-5p; hsa-miR-29a-3p; hsa-miR-126-3p; hsa-miR-143-3p; hsa-miR-184; hsa-miR-1296-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	APCC-mediated degradation of cell cycle proteins	depleted	0.0645456	0.2194377	0.2194377	10	hsa-miR-100-5p; hsa-miR-212-3p; hsa-miR-488-3p; hsa-miR-324-5p; hsa-miR-186-5p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-653-5p; hsa-miR-331-3p; hsa-miR-493-3p	Reactome	2	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Activated NTRK2 signals through FRS2 and FRS3	depleted	0.0016925	0.0247635	0.0247635	16	hsa-miR-96-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-429; hsa-miR-663a; hsa-miR-27a-3p; hsa-miR-181a-5p; hsa-miR-543; hsa-miR-4632-3p; hsa-miR-200c-3p; hsa-miR-143-3p; hsa-miR-433-3p; hsa-miR-206; hsa-miR-376c-3p; hsa-miR-124-3p; hsa-miR-548b-3p	Reactome	4	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Activation of ATR in response to replication stress	enriched	0.392018	0.4648175	0.4648175	13	hsa-miR-215-5p; hsa-miR-193b-3p; hsa-miR-34a-5p; hsa-miR-1-3p; hsa-miR-4649-5p; hsa-miR-5092; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-6729-5p; hsa-miR-92a-3p; hsa-miR-885-5p; hsa-miR-192-5p; hsa-miR-145-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Activation of BAD and translocation to mitochondria	depleted	0.0287905	0.1463266	0.1463266	29	hsa-miR-221-3p; hsa-miR-708-5p; hsa-miR-22-3p; hsa-miR-365a-3p; hsa-miR-34a-5p; hsa-miR-33b-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-548k; hsa-miR-1276; hsa-miR-302a-5p; hsa-miR-30a-3p; hsa-miR-451a; hsa-miR-30e-3p; hsa-miR-15a-5p; hsa-miR-29c-3p; hsa-miR-30d-3p; hsa-miR-126-3p; hsa-miR-497-5p; hsa-miR-378a-3p; hsa-miR-409-3p; hsa-miR-143-3p; hsa-miR-195-5p; hsa-miR-184; hsa-miR-15b-5p; hsa-let-7e-5p; hsa-miR-494-3p; hsa-miR-206; hsa-miR-34b-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Activation of NOXA and translocation to mitochondria	enriched	0.283006	0.406403	0.406403	15	hsa-miR-193a-3p; hsa-miR-125b-5p; hsa-miR-223-3p; hsa-miR-6760-5p; hsa-miR-4495; hsa-miR-411-3p; hsa-miR-185-5p; hsa-miR-106a-5p; hsa-miR-380-3p; hsa-miR-27a-3p; hsa-miR-330-3p; hsa-miR-20a-5p; hsa-miR-331-3p; hsa-miR-379-3p; hsa-miR-24-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Activation of PUMA and translocation to mitochondria	enriched	0.0931376	0.2577018	0.2577018	11	hsa-miR-21-5p; hsa-miR-223-3p; hsa-miR-222-3p; hsa-miR-193a-5p; hsa-miR-34a-5p; hsa-miR-29b-3p; hsa-miR-29a-3p; hsa-miR-29c-3p; hsa-miR-330-3p; hsa-miR-205-5p; hsa-miR-24-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Activation of gene expression by SREBF SREBP	depleted	0.384427	0.4601977	0.4601977	11	hsa-miR-10b-5p; hsa-miR-335-5p; hsa-miR-155-5p; hsa-miR-22-3p; hsa-miR-1269b; hsa-miR-33a-5p; hsa-miR-27a-3p; hsa-miR-92a-3p; hsa-miR-1268a; hsa-miR-1269a; hsa-let-7e-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Activation of the AP-1 family of transcription factors	depleted	0.150058	0.3163072	0.3163072	10	hsa-miR-196b-5p; hsa-miR-450a-2-3p; hsa-miR-216b-5p; hsa-miR-9-3p; hsa-miR-203a-3p; hsa-miR-550a-3p; hsa-miR-125a-5p; hsa-miR-668-3p; hsa-miR-139-5p; hsa-miR-214-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Activation of the pre-replicative complex	depleted	0.409662	0.4730653	0.4730653	12	hsa-miR-215-5p; hsa-miR-193b-3p; hsa-miR-34a-5p; hsa-miR-1-3p; hsa-miR-4649-5p; hsa-miR-5092; hsa-miR-615-3p; hsa-miR-6729-5p; hsa-miR-145-3p; hsa-miR-885-5p; hsa-miR-192-5p; hsa-miR-145-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Adaptive Immune System	depleted	0.0688288	0.2225304	0.2225304	34	hsa-miR-100-5p; hsa-miR-4473; hsa-miR-155-5p; hsa-miR-4495; hsa-miR-152-3p; hsa-miR-429; hsa-miR-411-3p; hsa-miR-9-3p; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-19a-3p; hsa-miR-30a-5p; hsa-miR-96-3p; hsa-miR-6750-5p; hsa-miR-2681-5p; hsa-miR-4524b-5p; hsa-miR-93-5p; hsa-miR-15a-5p; hsa-miR-106b-5p; hsa-miR-203a-3p; hsa-miR-424-5p; hsa-miR-126-3p; hsa-miR-4524a-5p; hsa-miR-16-5p; hsa-miR-497-5p; hsa-miR-224-5p; hsa-miR-18a-5p; hsa-miR-30c-5p; hsa-miR-17-5p; hsa-miR-195-5p; hsa-miR-15b-5p; hsa-miR-379-3p; hsa-miR-574-3p; hsa-miR-493-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Antigen processing Ubiquitination  Proteasome degradation	depleted	0.0842004	0.2439495	0.2439495	15	hsa-miR-100-5p; hsa-miR-4473; hsa-miR-301a-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-615-3p; hsa-miR-93-5p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-301b-3p; hsa-miR-653-5p; hsa-miR-30c-5p; hsa-miR-15b-5p; hsa-miR-130a-3p; hsa-miR-493-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Antiviral mechanism by IFN-stimulated genes	depleted	0.149043	0.3149158	0.3149158	16	hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-34a-5p; hsa-miR-1-3p; hsa-miR-615-3p; hsa-miR-181b-5p; hsa-miR-376a-2-5p; hsa-miR-146a-5p; hsa-let-7c-5p; hsa-miR-16-5p; hsa-miR-653-5p; hsa-miR-140-5p; hsa-miR-423-3p; hsa-miR-369-3p; hsa-miR-15b-5p; hsa-let-7b-5p	Reactome	15	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Apoptosis	depleted	0.0220773	0.1246584	0.1246584	48	hsa-miR-21-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-193b-3p; hsa-miR-135a-5p; hsa-miR-222-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-365a-3p; hsa-miR-34a-5p; hsa-miR-33b-5p; hsa-miR-148a-3p; hsa-miR-9-3p; hsa-miR-29a-3p; hsa-miR-1276; hsa-miR-891b; hsa-miR-615-3p; hsa-miR-138-5p; hsa-miR-208b-3p; hsa-miR-30a-5p; hsa-miR-181b-5p; hsa-miR-106a-5p; hsa-miR-629-5p; hsa-miR-451a; hsa-miR-324-5p; hsa-miR-186-5p; hsa-miR-106b-5p; hsa-miR-4766-5p; hsa-miR-3605-3p; hsa-miR-23a-3p; hsa-miR-550a-3p; hsa-miR-126-3p; hsa-miR-200a-3p; hsa-miR-92a-3p; hsa-miR-224-5p; hsa-miR-125a-5p; hsa-miR-301b-3p; hsa-miR-653-5p; hsa-miR-378a-3p; hsa-miR-92a-1-5p; hsa-miR-423-3p; hsa-miR-143-3p; hsa-miR-184; hsa-let-7e-5p; hsa-miR-331-3p; hsa-miR-214-3p; hsa-miR-494-3p; hsa-miR-376c-3p	Reactome	NA	FALSE	NA
Reactome (miRPathDB)	Apoptosis induced DNA fragmentation	depleted	0.372004	0.4521287	0.4521287	14	hsa-miR-760; hsa-miR-193b-3p; hsa-miR-374c-3p; hsa-miR-34a-5p; hsa-miR-1276; hsa-miR-891b; hsa-miR-181b-5p; hsa-miR-652-3p; hsa-miR-186-5p; hsa-miR-4766-5p; hsa-miR-219a-1-3p; hsa-miR-4507; hsa-let-7g-3p; hsa-miR-582-5p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Apoptotic execution phase	depleted	0.313719	0.4206845	0.4206845	14	hsa-miR-193b-3p; hsa-miR-135a-5p; hsa-miR-34a-5p; hsa-miR-212-3p; hsa-miR-1276; hsa-miR-615-3p; hsa-miR-138-5p; hsa-miR-181b-5p; hsa-miR-652-3p; hsa-miR-186-5p; hsa-miR-4766-5p; hsa-miR-4507; hsa-miR-224-5p; hsa-miR-124-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Asparagine N-linked glycosylation	depleted	0.0683542	0.2212411	0.2212411	13	hsa-miR-6853-3p; hsa-miR-152-3p; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-4471; hsa-miR-30a-5p; hsa-miR-30e-5p; hsa-miR-30c-5p; hsa-miR-26a-5p; hsa-miR-30b-5p; hsa-miR-1296-5p; hsa-miR-30d-5p; hsa-miR-34b-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Association of TriCCCT with target proteins during biosynthesis	depleted	0.206306	0.3634441	0.3634441	10	hsa-miR-556-3p; hsa-miR-223-3p; hsa-miR-371b-3p; hsa-miR-144-5p; hsa-miR-186-5p; hsa-miR-203a-3p; hsa-miR-16-5p; hsa-miR-200a-3p; hsa-miR-18a-5p; hsa-miR-323a-3p	Reactome	NA	FALSE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Attenuation phase	enriched	0.124751	0.287624	0.287624	13	hsa-miR-5581-3p; hsa-miR-760; hsa-miR-4641; hsa-miR-193b-3p; hsa-miR-200b-3p; hsa-miR-429; hsa-miR-365a-3p; hsa-miR-615-3p; hsa-miR-6750-5p; hsa-miR-324-3p; hsa-miR-92a-3p; hsa-miR-200c-3p; hsa-miR-149-5p	Reactome	7	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Autophagy	depleted	0.112409	0.2778439	0.2778439	26	hsa-miR-301a-3p; hsa-miR-99a-5p; hsa-miR-152-3p; hsa-miR-193a-5p; hsa-miR-34a-5p; hsa-miR-148a-3p; hsa-miR-130b-3p; hsa-miR-454-3p; hsa-miR-615-3p; hsa-miR-503-5p; hsa-miR-19a-3p; hsa-miR-652-3p; hsa-miR-106a-5p; hsa-miR-15a-5p; hsa-miR-106b-5p; hsa-miR-424-5p; hsa-miR-16-5p; hsa-miR-497-5p; hsa-miR-224-5p; hsa-miR-301b-3p; hsa-miR-653-5p; hsa-miR-877-5p; hsa-miR-17-5p; hsa-miR-195-5p; hsa-miR-15b-5p; hsa-miR-130a-3p	Reactome	24	TRUE	Jaccard_hclust_average_t0.50
Reactome (miRPathDB)	Axon guidance	depleted	0.003772	0.0427625	0.0427625	55	hsa-miR-585-3p; hsa-miR-450a-2-3p; hsa-miR-100-5p; hsa-miR-125b-5p; hsa-miR-221-3p; hsa-miR-193b-3p; hsa-miR-135a-5p; hsa-miR-99a-5p; hsa-miR-152-3p; hsa-miR-494-5p; hsa-miR-200b-3p; hsa-miR-22-3p; hsa-miR-452-5p; hsa-miR-410-5p; hsa-miR-323b-5p; hsa-miR-193a-5p; hsa-miR-34a-5p; hsa-miR-1268b; hsa-miR-148a-3p; hsa-miR-9-3p; hsa-miR-29a-3p; hsa-miR-615-3p; hsa-miR-448; hsa-miR-652-3p; hsa-miR-451a; hsa-miR-1180-3p; hsa-miR-892b; hsa-miR-133b; hsa-miR-186-5p; hsa-miR-4260; hsa-miR-484; hsa-miR-18a-3p; hsa-miR-550a-3p; hsa-miR-126-3p; hsa-miR-324-3p; hsa-miR-16-5p; hsa-miR-92a-3p; hsa-miR-224-5p; hsa-miR-1268a; hsa-miR-877-5p; hsa-miR-139-5p; hsa-miR-4632-3p; hsa-miR-30c-5p; hsa-miR-200c-3p; hsa-miR-423-3p; hsa-miR-518b; hsa-miR-17-3p; hsa-miR-331-3p; hsa-miR-744-5p; hsa-miR-214-3p; hsa-miR-1296-5p; hsa-miR-574-3p; hsa-miR-145-5p; hsa-miR-218-5p; hsa-miR-31-5p	Reactome	NA	FALSE	NA
